date,published_utc,composite_score,catalyst_type,keyword_score,ticker_score,publisher_score,recency_score,title,tickers,ticker_count,keywords_matched,publisher,url,description
2025-01-08,2025-01-08T12:15:00Z,19,Mixed,4,3,0,1,This Stock-Split Stock Is Up 40% in a Month. Is It Too Late to Buy?,"AVGO, TSM, NVDA",3,"revenue, war, offering, acquisition",The Motley Fool,https://www.fool.com/investing/2025/01/08/this-stock-split-stock-is-up-40-in-a-month-is-it-t/?source=iedfolrf0000001,"Broadcom's strong AI-related revenue growth has driven its stock price higher, but its overall organic growth is only 11%. The company's acquisition of VMware has also raised concerns about price hikes and customer backlash. While Broadcom's AI offerings are impressive, the stock's valuation is considered too high compared to its expected growth, and investors may find better options elsewhere."
2025-01-08,2025-01-08T03:48:00Z,19,Mixed,5,2,0,0,"CAPRI HOLDINGS SHAREHOLDER ALERT BY FORMER LOUISIANA ATTORNEY GENERAL: KAHN SWICK & FOTI, LLC REMINDS INVESTORS WITH LOSSES IN EXCESS OF $100,000 of Lead Plaintiff Deadline in Class Action Lawsuit Against Capri Holdings Limited - CPRI","CPRI, TPR",2,"fed, lawsuit, acquisition, sec, loss",GlobeNewswire Inc.,https://www.globenewswire.com/news-release/2025/01/08/3005945/6713/en/CAPRI-HOLDINGS-SHAREHOLDER-ALERT-BY-FORMER-LOUISIANA-ATTORNEY-GENERAL-KAHN-SWICK-FOTI-LLC-REMINDS-INVESTORS-WITH-LOSSES-IN-EXCESS-OF-100-000-of-Lead-Plaintiff-Deadline-in-Class-Act.html,"Capri Holdings Limited (CPRI) is facing a class action lawsuit alleging failure to disclose material information during the class period from August 10, 2023 to October 24, 2024. The lawsuit claims that Capri and its executives violated federal securities laws, and the company's share price fell nearly 50% after a court ruling that blocked Tapestry's acquisition of Capri."
2025-01-08,2025-01-08T23:14:00Z,18,Mixed,2,6,0,0,"New York Mortgage Trust, Inc. Announces Pricing of Public Offering of Senior Notes","NYMT, NYMTI, NYMTL, NYMTM, NYMTN, NYMTZ",6,"rate, offering",GlobeNewswire Inc.,https://www.globenewswire.com/news-release/2025/01/08/3006751/12581/en/New-York-Mortgage-Trust-Inc-Announces-Pricing-of-Public-Offering-of-Senior-Notes.html,"New York Mortgage Trust, Inc. announced the pricing of a $75 million public offering of 9.125% senior notes due 2030. The company intends to use the net proceeds for general corporate purposes, including acquiring targeted assets and working capital."
2025-01-08,2025-01-08T09:30:00Z,18,Earnings,1,7,0,1,"Satellite Communication Market to surpass USD 71.5 billion by 2034, Says Global Market Insights inc.","SATS, GD, GILT, HON, IRDM, LHX, VSAT",7,forecast,GlobeNewswire Inc.,https://www.globenewswire.com/news-release/2025/01/08/3006005/0/en/Satellite-Communication-Market-to-surpass-USD-71-5-billion-by-2034-Says-Global-Market-Insights-inc.html,"The satellite communication market is expected to grow significantly, driven by the increasing demand for reliable internet connectivity, particularly in remote and underserved areas. The services segment is projected to experience the highest growth, with a CAGR of 12.5% during the forecast period."
2025-01-09,2025-01-09T21:03:24Z,29,Mixed,3,10,0,0,The Speed Bump That Sent Nio Plunging 51% in 2024,"NIO, BAC, BACpB, BACpE, BACpK, BACpL, BACpM, BACpN, BACpO, BACpP, BACpQ, BACpS, BMLpG, BMLpH, BMLpJ, BMLpL, MERpK",17,"war, profit, tariff",The Motley Fool,https://www.fool.com/investing/2025/01/09/the-speed-bump-that-sent-nio-plunging-51-in-2024/?source=iedfolrf0000001,"Nio, a major player in the Chinese electric vehicle (EV) market, faced a challenging 2024 with a 51% stock decline. The company navigated a vicious price war in China and higher tariffs in Europe, but managed to improve its vehicle margins. Investors can expect more volatility as Nio drives towards profitability, with potential growth opportunities ahead."
2025-01-09,2025-01-09T15:53:00Z,28,Mixed,2,10,0,2,"NUT Midline Carcinoma Treatment Market Research Report 2023-2024 & 2034: Market Forecast by Treatment, Route of Administration, and End-User Across 5 Regions and 17+ Countries","NVS, GILD, MRK, BMY, CELGr, AMGN, AZN, SNY, LLY, ABBV, BPMC, ZYME, CCCC",13,"war, forecast",GlobeNewswire Inc.,https://www.globenewswire.com/news-release/2025/01/09/3007196/28124/en/NUT-Midline-Carcinoma-Treatment-Market-Research-Report-2023-2024-2034-Market-Forecast-by-Treatment-Route-of-Administration-and-End-User-Across-5-Regions-and-17-Countries.html,"The global NUT midline carcinoma treatment market is expected to grow from $21.88 billion in 2023 to $79.38 billion by 2034, driven by increased investment in cancer research, advances in targeted therapy, and growing awareness of rare cancers. North America and Asia Pacific are expected to be the key growth regions."
2025-01-09,2025-01-09T09:52:00Z,27,Mixed,2,10,0,1,"Immunotoxins Market Trends and Regional Business Opportunities, 2024-2034: Diphtheria Toxin-Based Immunotoxins Lead Revenue, Pseudomonas Exotoxins Show Rapid Growth Potential","AMGN, ABBV, AZN, BMY, CELGr, NVS, MRK, BNTX, MGNX, IOVA, ZYME",11,"approval, revenue",GlobeNewswire Inc.,https://www.globenewswire.com/news-release/2025/01/09/3006862/28124/en/Immunotoxins-Market-Trends-and-Regional-Business-Opportunities-2024-2034-Diphtheria-Toxin-Based-Immunotoxins-Lead-Revenue-Pseudomonas-Exotoxins-Show-Rapid-Growth-Potential.html,"The global immunotoxins market is projected to grow at a CAGR of 8.11% from 2024 to 2034, driven by the rising prevalence of malignancies, increased R&D, and the approval of new immunotoxin therapies. Diphtheria toxin-based immunotoxins lead revenue, while Pseudomonas exotoxins show rapid growth potential."
2025-01-09,2025-01-09T08:12:00Z,26,Earnings,2,10,0,0,Don't Be a Grinch; Keep Holding,"GOOG, GOOGL, AMJB, JPM, JPMpC, JPMpD, JPMpJ, JPMpK, JPMpL, JPMpM, BAC, BACpB, BACpE, BACpK, BACpL, BACpM, BACpN, BACpO, BACpP, BACpQ, BACpS, BMLpG, BMLpH, BMLpJ, BMLpL, MERpK, LULU, TGT, WMT",29,"profit, loss",The Motley Fool,https://www.fool.com/investing/2025/01/09/dont-be-a-grinch-keep-holding/?source=iedfolrf0000001,"The stock market experienced a post-holiday hangover, with the S&P 500 down about 2% since Christmas. This was likely due to some end-of-year profit-taking and tax loss harvesting. However, the market has had a strong year overall, with the S&P 500 up around 26-27% year-to-date. Analysts are also keeping an eye on consumer credit card debt and delinquencies, which could impact discretionary spending in 2025."
2025-01-09,2025-01-09T13:44:00Z,25,Earnings,1,10,0,2,Is Nvidia Stock Going to $190? 1 Wall Street Analyst Thinks So.,"NVDA, BAC, BACpB, BACpE, BACpK, BACpL, BACpM, BACpN, BACpO, BACpP, BACpQ, BACpS, BMLpG, BMLpH, BMLpJ, BMLpL, MERpK",17,revenue,The Motley Fool,https://www.fool.com/investing/2025/01/09/nvidia-stock-going-190-wall-street-analyst/?source=iedfolrf0000001,"Nvidia is benefiting from the shift to accelerating computing and growing adoption of AI solutions, but its revenue growth is expected to slow down. Bank of America analyst Vivek Arya predicts Nvidia's stock price could reach $190, implying significant upside potential, but a lower valuation multiple could also lead to a 10% decline in the stock price."
2025-01-09,2025-01-09T08:42:00Z,24,Earnings,1,10,0,1,Tesla: How 2025 Trajectory Looks as Trump Frenzy Calms Down,"TSLA, LYFT, UBER, BAC, BACpB, BACpE, BACpK, BACpL, BACpM, BACpN, BACpO, BACpP, BACpQ, BACpS, BMLpG, BMLpH, BMLpJ, BMLpL, MERpK",19,outlook,Investing.com,https://www.investing.com/analysis/tesla-how-2025-trajectory-looks-as-trump-frenzy-calms-down-200656021,"The article discusses Tesla's stock performance and outlook for 2025 as the Trump-Musk alliance frenzy calms down. It highlights Tesla's challenges with the Cybertruck and the uncertainty around its full self-driving (FSD) technology, which has led to a downgrade by Bank of America. However, the article also notes Tesla's leading position in the EV market and its potential in the robotaxi business."
2025-01-09,2025-01-09T15:55:00Z,23,Macro,1,9,0,2,2024 Research Report: Care Management Solutions Market Projected to Reach USD 67.02 Billion by 2035,"HSMD, MCK, MDT, GEHC, UNH, CSCO, HCAT, TDOC, DELL",9,war,GlobeNewswire Inc.,https://www.globenewswire.com/news-release/2025/01/09/3007197/28124/en/2024-Research-Report-Care-Management-Solutions-Market-Projected-to-Reach-USD-67-02-Billion-by-2035.html,"The care management solutions market is expected to grow from $14.88 billion in 2024 to $67.02 billion by 2035, driven by factors like the rise in chronic diseases, adoption of digital health technologies, and supportive government initiatives. The software segment and web-based delivery models currently dominate the market, while cloud-based solutions and services are set to experience the fastest growth."
2025-01-09,2025-01-09T19:34:00Z,21,Mixed,6,1,0,1,Symbotic (SYM) Restates Financial Results Amid Securities Class Action Over Improper Accounting – Hagens Berman,SYM,1,"revenue, profit, lawsuit, sec, quarter, results",GlobeNewswire Inc.,https://www.globenewswire.com/news-release/2025/01/09/3007311/32716/en/Symbotic-SYM-Restates-Financial-Results-Amid-Securities-Class-Action-Over-Improper-Accounting-Hagens-Berman.html,"Symbotic, a Massachusetts-based automation technology company, has filed restated financial statements for three fiscal 2024 quarters, revealing significant errors in its previously reported revenue and profitability figures. The restatements come as the company faces a securities fraud class action lawsuit alleging improper accounting practices."
2025-01-09,2025-01-09T19:12:20Z,20,Corporate Event,1,8,0,1,"Obesity Treatments, M&A Activity To Take Center Stage During Upcoming JPM Healthcare Conference","AMGN, BMY, CELGr, GILD, LLY, MRK, PFE, REGN",8,sec,Benzinga,https://www.benzinga.com/general/biotech/25/01/42901177/obesity-treatments-ma-activity-to-take-center-stage-during-upcoming-jpm-healthcare-conference,"The upcoming JPM Healthcare Conference is expected to focus on obesity treatments and M&A activity in the biopharma sector. Analysts project key drug launches, such as Bristol-Myers Squibb's Cobenfy, to fuel growth in 2025, while sentiment remains mixed for the US Large Cap BioPharma group."
2025-01-09,2025-01-09T18:00:00Z,20,Earnings,1,8,0,1,"Rare Endocrinology and Metabolic Disorders Market Analysis: Emerging Trends and Future Outlook of Hypophosphatasia, Congenital Adrenal Hyperplasia, and Severe Hypertriglyceridemia | DelveInsight","AZN, NBIX, SPRB, CRNX, BBIO, IONS, ARWR, ETNB",8,outlook,GlobeNewswire Inc.,https://www.globenewswire.com/news-release/2025/01/09/3007282/0/en/Rare-Endocrinology-and-Metabolic-Disorders-Market-Analysis-Emerging-Trends-and-Future-Outlook-of-Hypophosphatasia-Congenital-Adrenal-Hyperplasia-and-Severe-Hypertriglyceridemia-Del.html,"The article discusses the rare endocrinology and metabolic disorders market, focusing on hypophosphatasia, congenital adrenal hyperplasia, and severe hypertriglyceridemia. It highlights the challenges faced by patients, the current treatment landscape, and the pipeline of emerging therapies."
2025-01-09,2025-01-09T09:30:00Z,20,Mixed,3,5,0,1,Can the 5 Worst-Performing Stock Market Sectors in 2024 Beat the S&P 500 in 2025?,"VDC, VDE, VNQ, VHT, VAW",5,"outlook, sec, beat",The Motley Fool,https://www.fool.com/investing/2025/01/09/worst-performing-stock-sectors-2024-2025/?source=iedfolrf0000001,"The article discusses the five worst-performing Vanguard sector ETFs in 2024, including consumer staples, energy, real estate, healthcare, and materials. It provides insights into the performance, valuation, and future outlook for each sector."
2025-01-09,2025-01-09T18:08:05Z,19,Mixed,4,3,0,1,BP Secures Landmark Deal With India's ONGC: Details,"BP, NDIV, OILT",3,"revenue, rate, deal, sec",Benzinga,https://www.benzinga.com/news/contracts/25/01/42900479/bp-secures-landmark-deal-with-indias-ongc-details,"BP has been selected by India's ONGC as a Technical Services Provider to enhance production from the Mumbai High Field. The agreement targets a significant increase in crude oil and gas production, expected to generate up to $10.3 billion in additional revenue."
2025-01-09,2025-01-09T10:00:00Z,19,General,0,9,0,1,"Electric Baby Car Market to hit USD 414.9 billion by 2032, says Global Market Insights Inc.","F, FpB, FpC, FpD, GM, HMC, TNCFF, RIVN, TSLA",9,,GlobeNewswire Inc.,https://www.globenewswire.com/news-release/2025/01/09/3006864/0/en/Electric-Baby-Car-Market-to-hit-USD-414-9-billion-by-2032-says-Global-Market-Insights-Inc.html,"The electric baby car market is projected to grow at a CAGR of 7.2% from 2024 to 2032, driven by rising consumer interest in eco-friendly products. Ride-on cars and rechargeable battery-powered options are expected to dominate the market."
2025-01-09,2025-01-09T03:47:00Z,19,Mixed,5,2,0,0,"CAPRI HOLDINGS SHAREHOLDER ALERT: CLAIMSFILER REMINDS INVESTORS WITH LOSSES IN EXCESS OF $100,000 of Lead Plaintiff Deadline in Class Action Lawsuit Against Capri Holdings Limited - CPRI","CPRI, TPR",2,"merger, fed, lawsuit, miss, loss",GlobeNewswire Inc.,https://www.globenewswire.com/news-release/2025/01/09/3006791/35454/en/CAPRI-HOLDINGS-SHAREHOLDER-ALERT-CLAIMSFILER-REMINDS-INVESTORS-WITH-LOSSES-IN-EXCESS-OF-100-000-of-Lead-Plaintiff-Deadline-in-Class-Action-Lawsuit-Against-Capri-Holdings-Limited-CP.html,"Capri Holdings Limited (CPRI) is facing a class action lawsuit alleging failure to disclose material information during the class period from August 10, 2023 to October 24, 2024. The lawsuit is related to Capri's proposed merger with Tapestry, Inc., which was blocked by the U.S. Federal Trade Commission."
2025-01-09,2025-01-09T13:15:00Z,18,Mixed,2,5,0,2,Here Are Billionaire Stanley Druckenmiller's 5 Biggest Stock Holdings,"NTRA, CPNG, COHR, WWD, STX",5,"revenue, war",The Motley Fool,https://www.fool.com/investing/2025/01/09/here-are-stanley-druckenmillers-5-biggest-holdings/?source=iedfolrf0000001,"Stanley Druckenmiller's Duquesne Family Office investment vehicle has been concentrating its capital in a diverse mix of growth stocks and established businesses with substantial revenue opportunities, including Natera, Coupang, Coherent, Woodward, and Seagate Technology."
2025-01-10,2025-01-10T17:25:31Z,36,Mixed,5,10,0,1,"Deal Dispatch: TD Bank To Sell Charles Schwab Stake? Eyenovia, Smart Share Hit Auction Block","CEG, DIS, EM, EYEN, FUBO, GT, KKR, KKRS, PAYX, PYCR, TD",11,"rate, merger, deal, buyout, acquisition",Benzinga,https://www.benzinga.com/ma/25/01/42921113/deal-dispatch-td-bank-charles-schwab-eyenovia-smart-share-hit-auction-block,"TD Bank is considering selling its 10.1% stake in Charles Schwab as part of a strategic review. Eyenovia hired an investment bank to explore a reverse merger or sale, while Smart Share Global and Modernizing Medicine are also considering buyout offers. Several companies, including true Religion and Calpine, have been involved in mergers and acquisitions."
2025-01-10,2025-01-10T13:30:00Z,34,Mixed,4,10,0,2,Q4 Earnings Season Preview: S&P 500 Stocks Poised for Strongest Growth in 3 Years,"AMJB, JPM, JPMpC, JPMpD, JPMpJ, JPMpK, JPMpL, JPMpM, WFC, WFCpA, WFCpC, WFCpD, WFCpL, WFCpY, WFCpZ, C, CpN, BLK, DIVB, BAC, BACpB, BACpE, BACpK, BACpL, BACpM, BACpN, BACpO, BACpP, BACpQ, BACpS, BMLpG, BMLpH, BMLpJ, BMLpL, MERpK, GS, GSpA, GSpC, GSpD, MS, MSpA, MSpE, MSpF, MSpI, MSpK, MSpL, MSpO, MSpP, MSpQ, UNH, TSM, NFLX, AXP, JNJ, PG, GE, AAL, UAL, VZ, MSFT, GOOG, GOOGL, TSLA, META, AMZN, AAPL, XOM, CVX, COP, EOG, SLB, KMI, CAT, BA, BApA, LMT, HON, DE",78,"rate, forecast, sec, earnings",Investing.com,https://www.investing.com/analysis/q4-earnings-season-preview-sp-500-stocks-poised-for-strongest-growth-in-3-years-200656072,"The S&P 500 is expected to report its highest year-over-year earnings growth rate in three years in Q4 2024, led by the Financials, Communication Services, and Information Technology sectors. However, the Energy sector is forecast to see a significant decline in earnings."
2025-01-10,2025-01-10T13:53:00Z,28,Corporate Event,2,10,0,2,Invesco Ltd: Form 8.3 - International Paper Co; Public dealing disclosure,"IP, BKLN, BLKC, CGW, CQQQ, CUT, DIVG, DWAS, EELV, EEMO, GBLD, GRPZ, IBBQ, IDHQ, IDMO, IPKW, IVZ, KBWB, KBWD, KBWP, KLMT, PBD, PBTP, PBUS, PCEF, PCY, PGX, PIE, PIO, PIZ, PSCC, PSCD, PSCE, PSCF, PSCH, PSCI, PSCM, PSCT, PSCU, PVI, PWZ, PZT, QOWZ, QQJG, QQMG, QQQJ, QQQM, QQQS, QVML, QVMM, QVMS, RDIV, RWJ, RWK, RWL, SATO, SOXQ, SPHB, SPHD, SPMO, SPMV, SPVU, TAN, VRP, XMLV, XRLV, XSHD",67,"deal, sec",GlobeNewswire Inc.,https://www.globenewswire.com/news-release/2025/01/10/3007707/0/en/Invesco-Ltd-Form-8-3-International-Paper-Co-Public-dealing-disclosure.html,Invesco Ltd. disclosed its ownership of 2.28% of the common stock of International Paper Company. The company also disclosed dealings in the securities of Smith (DS) PLC.
2025-01-10,2025-01-10T21:33:44Z,27,Macro,5,6,0,0,"US Labor Market Smashes Expectations, Wall Street Erases Post-Election Rally As Interest Rate Anxiety Grows: This Week In The Markets","ALL, ALLpB, ALLpH, ALLpI, ALLpJ, TRV",6,"rate, fed, jobs, ppi, unemployment",Benzinga,https://www.benzinga.com/25/01/42928629/us-labor-market-smashes-expectations-wall-street-erases-post-election-rally-as-interest-rateanxiety-grows-this-we,"The US labor market surged in December, with 256,000 new jobs and unemployment dropping to 4.1%. However, this strong performance has raised fears that the Federal Reserve will delay interest rate cuts, leading to a sell-off in the stock market."
2025-01-10,2025-01-10T14:55:00Z,27,Mixed,4,6,0,3,"SHAREHOLDER NOTICE: Halper Sadeh LLC Investigates GETY, CLBR, VINC, NEUE on Behalf of Shareholders","GETY, CLBR, CLBR.U, CLBR.WS, VINC, NEUE",6,"merger, fed, acquisition, sec",GlobeNewswire Inc.,https://www.globenewswire.com/news-release/2025/01/10/3007786/0/en/SHAREHOLDER-NOTICE-Halper-Sadeh-LLC-Investigates-GETY-CLBR-VINC-NEUE-on-Behalf-of-Shareholders.html,"Halper Sadeh LLC, an investor rights law firm, is investigating potential violations of federal securities laws and breaches of fiduciary duties to shareholders in several merger and acquisition transactions, including Getty Images Holdings, Inc., Colombier Acquisition Corp. II, Vincerx Pharma, Inc., and NeueHealth, Inc."
2025-01-10,2025-01-10T09:53:00Z,27,Mixed,2,10,0,1,"Artificial Intelligence (AI) In Banking Market Forecasts 2025-2030: Growth Opportunities, Challenges, Regulatory Framework, Customer Behaviour, and Trend Analysis","BAC, BACpB, BACpE, BACpK, BACpL, BACpM, BACpN, BACpO, BACpP, BACpQ, BACpS, BMLpG, BMLpH, BMLpJ, BMLpL, MERpK",16,"forecast, sec",GlobeNewswire Inc.,https://www.globenewswire.com/news-release/2025/01/10/3007462/28124/en/Artificial-Intelligence-AI-In-Banking-Market-Forecasts-2025-2030-Growth-Opportunities-Challenges-Regulatory-Framework-Customer-Behaviour-and-Trend-Analysis.html,"The AI in banking market is expected to grow at a CAGR of 17.96% from 2025 to 2030, reaching $75.357 billion. AI integration is transforming the banking sector, leading to a more customer-centric approach and enhanced security. Factors driving growth include the increase in digital payments and the widespread adoption of AI in China's banking sector."
2025-01-10,2025-01-10T14:41:00Z,24,Mixed,3,6,0,3,"UK Gluten Free Food Market Research 2024-2028: Trends, Challenges, Investment Opportunities and Strategic Analysis","GIS, KLG, MKC, MKC.V, HAIN, KHC",6,"rate, war, forecast",GlobeNewswire Inc.,https://www.globenewswire.com/news-release/2025/01/10/3007782/28124/en/UK-Gluten-Free-Food-Market-Research-2024-2028-Trends-Challenges-Investment-Opportunities-and-Strategic-Analysis.html,"The UK gluten-free food market is forecasted to grow by USD 253 million during 2023-2028, driven by increasing awareness of health benefits, growing demand for gluten-free bakery products, and more gluten-free options on restaurant menus. The report identifies the growing demand for organic gluten-free products as a key driver of market growth."
2025-01-10,2025-01-10T15:01:47Z,23,Earnings,5,3,0,2,"TD SYNNEX Delivers Strong Q4, Raises Dividend Amid IT Growth Momentum; Stock Gains","SNX, RSMC, RWK",3,"revenue, outlook, results, beat, eps",Benzinga,https://www.benzinga.com/25/01/42915528/td-synnex-shares-delivers-earnings-beat-and-boosts-dividend-by-10,"TD SYNNEX reported strong Q4 results, with revenue and adjusted EPS beating estimates. The company also raised its dividend by 10% and provided a positive outlook for Q1. The stock gained on the news."
2025-01-10,2025-01-10T16:19:22Z,22,Macro,6,1,0,2,"December Jobs Report A 'Wake-Up Call For Anyone Betting On Rate Cuts,' Analyst Says",LPLA,1,"rate, war, fed, jobs, payroll, inflation",Benzinga,https://www.benzinga.com/economics/macro-economic-events/25/01/42918778/december-jobs-report-a-wake-up-call-for-anyone-betting-on-rate-cuts-analyst-says,"The strong December jobs report, with 256,000 payrolls added, defies expectations of imminent rate cuts by the Federal Reserve. Economists warn that persistent wage growth and inflation pressures continue to challenge the Fed's ability to ease policy anytime soon."
2025-01-10,2025-01-10T14:37:00Z,21,Corporate Event,2,6,0,3,"Kuehn Law Encourages VINC, NEUE, GETY, and CLBR Investors to Contact Law Firm","VINC, NEUE, GETY, CLBR, CLBR.U, CLBR.WS",6,"merger, acquisition",GlobeNewswire Inc.,https://www.globenewswire.com/news-release/2025/01/10/3007778/0/en/Kuehn-Law-Encourages-VINC-NEUE-GETY-and-CLBR-Investors-to-Contact-Law-Firm.html,"Kuehn Law, a shareholder litigation law firm, is investigating potential claims related to proposed mergers involving Vincerx Pharma, NeueHealth, Getty Images Holdings, and Colombier Acquisition Corp, II. The firm is examining whether the boards of these companies acted to maximize shareholder value, failed to disclose material information, and conducted a fair process."
2025-01-10,2025-01-10T10:58:00Z,21,Mixed,2,7,0,1,Nicotine Replacement Therapies Market Forecast to Reach $7.52 Billion by 2032: Growing Shift Towards Personalised Nicotine Replacement Therapies,"GSK, PFE, JNJ, NVS, BTI, MRK, RDY",7,"war, forecast",GlobeNewswire Inc.,https://www.globenewswire.com/news-release/2025/01/10/3007486/28124/en/Nicotine-Replacement-Therapies-Market-Forecast-to-Reach-7-52-Billion-by-2032-Growing-Shift-Towards-Personalised-Nicotine-Replacement-Therapies.html,"The global nicotine replacement therapy market is expected to grow at a CAGR of 9.3% from 2024 to 2032, driven by rising health awareness, government initiatives, and technological advancements. Key players in the market include GSK, Pfizer, Johnson & Johnson, and others."
2025-01-10,2025-01-10T10:12:00Z,21,Mixed,2,7,0,1,Can the 3 Best-Performing Stock Market Sectors in 2024 Crush the S&P 500 Again in 2025?,"GOOG, GOOGL, META, NFLX, VOX, VFH, VCR",7,"outlook, sec",The Motley Fool,https://www.fool.com/investing/2025/01/10/buy-vanguard-sector-etf-stock-growth-2025/?source=iedfolrf0000001,"The communications, financials, and consumer discretionary sectors were the top-performing sectors in 2024, outpacing the S&P 500. The article analyzes the factors behind their strong performance and the outlook for these sectors in 2025."
2025-01-10,2025-01-10T15:51:56Z,19,Earnings,1,7,0,2,"The Week In Cannabis: Tilray Earnings, NY Hits $1B In Sales, DoorDash Embraces Hemp, Ukraine And More","TLRY, DASH, AGFY, SHFS, SHFSW, MJUS, CGC",7,earnings,Benzinga,https://www.benzinga.com/news/earnings/25/01/42917875/the-week-in-cannabis-tilray-earnings-ny-hits-1b-in-sales-doordash-embraces-hemp-ukraine-and-more,"The cannabis industry saw significant developments this week, including New York reaching $1 billion in sales, Tilray reporting earnings, DoorDash expanding into hemp-derived products, and Ukraine registering its first medical cannabis product."
2025-01-10,2025-01-10T12:45:00Z,19,Earnings,1,7,0,2,Is Tesla Stock a Buy Now?,"TSLA, F, FpB, FpC, FpD, GM, NVDA",7,profit,The Motley Fool,https://www.fool.com/investing/2025/01/10/is-tesla-stock-a-buy-now/?source=iedfolrf0000001,"Tesla's stock has retreated 19% from its all-time high, as the company faces increased competition and challenges in maintaining its pricing power and profit margins. While Tesla has seen tremendous growth in the past, the current valuation appears too high for an auto manufacturer facing headwinds."
2025-01-10,2025-01-10T12:34:49Z,19,Macro,1,7,0,2,Here's Why Vistra Was a Top Performer in the S&P 500 in 2024,"VST, MSFT, GOOG, GOOGL, AMZN, CEG, TLN",7,rate,The Motley Fool,https://www.fool.com/investing/2025/01/10/heres-why-vistra-was-a-top-performer-in-the-sp-500/?source=iedfolrf0000001,"Vistra, an integrated retail electricity and power generation company, saw its stock rise 257.9% in 2024 as it became a player in the booming artificial intelligence (AI) market. The company also significantly increased its nuclear power generation capacity, benefiting from the growing popularity of nuclear power as a reliable and carbon-free energy source for data centers."
