date,published_at,composite_score,catalyst_type,api_relevance,relevance_norm,keyword_score,source_score,recency_score,title,description,snippet,categories,query_bucket,keywords_matched,source,url
2026-01-18,2026-01-18T12:44:50.000000Z,10.28,Earnings,22.897388,1.14,2,0,2,"Power distribution utilities post ₹2,701 crore profit in FY25 after years of losses","India's power distribution utilities report a ₹2,701 crore profit in FY25, reversing years of significant losses.","India’s power distribution utilities have collectively recorded a profit (Profit After Tax) of ₹2,701 crore in FY25.

Notably, the positive Profit After Tax...","business, general",earnings,"profit, loss",thehindubusinessline.com,https://www.thehindubusinessline.com/news/power-distribution-utilities-post-2701-crore-profit-in-fy25-after-years-of-losses/article70521996.ece
2026-01-18,2026-01-18T12:17:13.000000Z,10.0,Corporate Event,29.982357,1.5,2,0,1,RiverNorth Enhanced Pre-Merger SPAC ETF (SPCZ US) - Investment Proposition,RiverNorth Enhanced Pre-Merger SPAC ETF (SPCZ) presents a specialized event-driven approach focused on pre-merger special purpose acquisition companies…,"RiverNorth Enhanced Pre-Merger SPAC ETF (SPCZ US) – Investment Proposition

RiverNorth Enhanced Pre-Merger SPAC ETF (SPCZ) presents a specialized event-driven...",business,corporate,"acquisition, merger",etfstrategy.com,https://www.etfstrategy.com/spcz_us-investment-proposition/
2026-01-18,2026-01-18T14:04:34.000000Z,9.3,Energy/Commodity,33.06212,1.65,1,0,3,Gold likely to extend gains; silver may ease: Analysts,"Gold prices are expected to rise further, while silver may experience consolidation after recent gains, say analysts.","Gold price is expected to maintain its upward momentum in the coming week, driven by safe-haven demand and expectations of policy easing by the US Federal Reser...","business, general",energy_commodity,analyst,thehindubusinessline.com,https://www.thehindubusinessline.com/markets/gold/gold-likely-to-extend-gains-silver-may-ease-analysts/article70522389.ece
2026-01-18,2026-01-18T04:33:25.000000Z,8.62,Earnings,26.190872,1.31,2,0,0,Punjab & Sind Bank Q3 profit surges 19% YoY,State-run Punjab & Sind Bank on Saturday reported a 19% increase in net profit to ₹336 crore in the December quarter as bad loans declined. The Delhi-headquar...,"Live Events



as a Reliable and Trusted News Source Addas a Reliable and Trusted News Source Add Now!

(You can now subscribe to our

(You can now subscribe to...","general, business",earnings,"profit, results",economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/earnings/punjab-sind-bank-q3-profit-surges-19-yoy/articleshow/126637217.cms
2026-01-18,2026-01-18T01:16:59.000000Z,8.58,Macro,25.888754,1.29,2,0,0,Macron Denounces Trump's Tariff Threats over Greenland,"Tariff threats are unacceptable and have no place in this context, Macron posted on X",PARIS: French President Emmanuel Macron on Saturday denounced US President Donald Trump's threat to impose tariffs on European countries opposing his efforts to...,"general, politics",macro,"tariff, acquisition",deccanchronicle.com,https://www.deccanchronicle.com/world/europe/macron-denounces-trumps-tariff-threats-over-greenland-1931053
2026-01-18,2026-01-18T16:24:00.000000Z,6.68,Technology,16.741802,0.84,1,0,2,ChatGPT had startling response when it was asked what a normal person should do to become rich,"ChatGPT was asked by Diary of a CEO's Steven Bartlett what a 'normal person who earns $50,000 a year' should do to become 'financially free'","Most of us are guilty of asking ChatGPT the most ridiculous questions like 'how to get rich?' or 'how to boil an egg?'.

But what happens when it starts respond...",tech,tech,ceo,flipboard.com,https://www.ladbible.com/news/technology/chatgpt-diary-of-a-ceo-how-to-become-rich-458617-20260118
2026-01-18,2026-01-18T17:30:08.000000Z,6.54,Energy/Commodity,25.30863,1.27,1,0,1,New Found Gold Corp. (NFGC) Transitions into Emerging Canadian Gold Producer,"New Found Gold Corp (NYSE: NFGC) is one of the best debt-free penny stocks to buy right now. On January 7, the company’s CEO, Keith Boyle, confirmed its succe...","New Found Gold Corp (NYSE: NFGC) is one of the best debt-free penny stocks to buy right now. On January 7, the company’s CEO, Keith Boyle, confirmed its succe...","business, general",energy_commodity,ceo,finance.yahoo.com,https://finance.yahoo.com/news/found-gold-corp-nfgc-transitions-173008762.html
2026-01-18,2026-01-18T23:10:31.000000Z,6.34,Corporate Event,33.37381,1.67,1,0,0,Correction: Fashion retailer files Chapter 11 bankruptcy,Correction: The initial article misidentified the party in a bankruptcy filing as Shoshanna Lonstein. Shoshanna Lonstein has no affiliation whatsoever — and n...,Correction: The initial article misidentified the party in a bankruptcy filing as Shoshanna Lonstein. Shoshanna Lonstein has no affiliation whatsoever — and n...,"business, general",corporate,bankruptcy,finance.yahoo.com,https://finance.yahoo.com/news/correction-fashion-retailer-files-chapter-231031784.html
2026-01-18,2026-01-18T09:58:30.000000Z,6.3,Technology,22.929401,1.15,1,0,1,EXL eyes two new India centres as AI spend set to rise in 2026,Exlservice Holdings is set to open two new centers in smaller Indian cities this year. The data and AI company aims to tap into better infrastructure and talent...,"Nasdaq-listed Exlservice Holdings plans to set up two new centres in tier-2 or tier-3 Indian cities this year, as the data and artificial intelligence (AI) comp...","tech, business, general",tech,sec,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/artificial-intelligence/exl-eyes-two-new-india-centres-as-ai-spend-set-to-rise-in-2026/articleshow/126641297.cms
2026-01-18,2026-01-18T10:48:14.000000Z,2.7,Technology,17.077873,0.85,0,0,1,Micron to buy Taiwan chip fabrication site for $1.8 billion,Micron Technology plans to buy a Taiwanese fabrication site from Powerchip Semiconductor Manufacturing for $1.8 billion to boost chip production. The Tongluo si...,"Synopsis

Micron Technology plans to buy a Taiwanese fabrication site from Powerchip Semiconductor Manufacturing for $1.8 billion to boost chip production. The ...","tech, business, general",tech,,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/technology/micron-to-buy-taiwan-chip-fabrication-site-for-1-8-billion/articleshow/126642015.cms
2026-01-18,2026-01-18T22:22:45.000000Z,2.52,Macro,25.161114,1.26,0,0,0,VanEck Commodity Strategy ETF (PIT US) - Investment Proposition,"VanEck Commodity Strategy ETF (PIT) presents an actively managed, long-only commodity futures portfolio spanning energy, industrial and precious metals…","VanEck Commodity Strategy ETF (PIT US) – Investment Proposition

VanEck Commodity Strategy ETF (PIT) presents an actively managed, long-only commodity futures...",business,energy_commodity,,etfstrategy.com,https://www.etfstrategy.com/pit_us-investment-proposition/
2026-01-19,2026-01-19T16:07:00.000000Z,24.0,Macro,40.0185,2.0,6,0,2,Fed official signals openness to more interest-rate cuts this year,Forget inflation. The word of the day is “jobs.’’ And the big question is “More interest-rate cuts this year?” According to Federal Reserve Vice Chair...,"Forget inflation.

The word of the day is “jobs.’’

And the big question is “More interest-rate cuts this year?”

According to Federal Reserve Vice Ch...","business, general",macro,"unemployment, rate cut, jobs, inflation, fed, central bank",finance.yahoo.com,https://finance.yahoo.com/news/fed-official-signals-openness-more-160700047.html
2026-01-19,2026-01-19T16:26:00.000000Z,18.9,Earnings,28.994846,1.45,4,2,2,D.R. Horton Q1 2026 Earnings Preview (DHI:NYSE),"D.R. Horton (DHI) Q1 earnings preview: EPS $1.92, revenue $6.65B, revisions trending down and past beats.","To ensure this doesn’t happen in the future, please enable Javascript and cookies in your browser.

If you have an ad-blocker enabled you may be blocked from ...","business, general",earnings,"beat, revenue, eps, earnings",seekingalpha.com,https://seekingalpha.com/news/4539957-d-r-horton-q1-2026-earnings-preview
2026-01-19,2026-01-19T22:35:00.000000Z,16.98,Earnings,29.744026,1.49,4,2,0,United Airlines Q4 2025 Earnings Preview (NASDAQ:UAL),"Preview United Airlines (UAL) Q4 earnings: EPS/revenue estimates, revision trends, and beat history.","To ensure this doesn’t happen in the future, please enable Javascript and cookies in your browser.

If you have an ad-blocker enabled you may be blocked from ...","business, general",earnings,"beat, revenue, eps, earnings",seekingalpha.com,https://seekingalpha.com/news/4539817-united-airlines-q4-2025-earnings-preview
2026-01-19,2026-01-19T17:16:03.000000Z,13.26,Corporate Event,32.5065,1.63,3,0,1,NCLAT upholds Adani Power’s acquisition of Vidarbha Industries Power,"NCLAT has upheld Adani Power’s Rs 4,000 crore acquisition of Vidarbha Industries Power, dismissing challenges and finding no IBC violations.","Insolvency appellate tribunal NCLAT has upheld the acquisition of Vidarbha Industries Power by Adani Power Ltd (APL), India’s largest private thermal power pr...","business, general",corporate,"miss, acquisition, bankruptcy",thehindubusinessline.com,https://www.thehindubusinessline.com/companies/adani-power-wins-nclat-nod-for-4000-crore-vidarbha-industries-deal/article70526846.ece
2026-01-19,2026-01-19T03:54:33.000000Z,11.46,Corporate Event,24.565586,1.23,3,0,0,Micron's $1.8 billion acquisition boosts Powerchip shares,"Micron said the transaction is expected to close by the second quarter ⁠of 2026, subject to regulatory approvals.","Shares of Taiwan’s ‌Powerchip Semiconductor Manufacturing Corp rose nearly 10% on Monday, after U.S. memory chipmaker Micron Technology said it would buy a ...","science, tech, general",tech,"approval, acquisition, sec",thehindu.com,https://www.thehindu.com/sci-tech/technology/microns-18-billion-acquisition-boosts-powerchip-shares/article70524123.ece
2026-01-19,2026-01-19T16:19:58.000000Z,10.8,Macro,28.059729,1.4,2,0,2,"Miningweb: Gold, silver soar to records amid Trump’s Greenland tariff threats",Gold and silver hit record highs as Trump’s Greenland tariffs stoke fears of US-Europe trade war escalation.,Sign up for your early morning brew of the BizNews Insider to keep you up to speed with the content that matters. The newsletter will land in your inbox at 5:30...,"business, general",energy_commodity,"tariff, fed",biznews.com,https://www.biznews.com/miningweb/gold-silver-soar-records-trump-greenland-tariff-threats
2026-01-19,2026-01-19T10:18:37.000000Z,10.14,Macro,31.499178,1.57,2,0,1,Commodity Radar: More records beckon for gold as Trump issues fresh tariff threat on EU. Check upside,"Domestic gold hits record Rs 1,45,500 on MCX as Trump threatens EU with tariffs over Greenland. Strong bullish trend persists with technical support at Rs 1,43,...","Live Events



5 technical triggers to watch out for:

1. Key support & resistance

2. Momentum indicators



3. Bollinger bands

4. Moving averages



5. MACD
...",business,energy_commodity,"tariff, forecast",economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/commodities/news/commodity-radar-more-records-beckon-for-gold-as-trump-issues-fresh-tariff-threat-on-eu-check-upside/articleshow/126675591.cms
2026-01-19,2026-01-19T17:32:16.000000Z,10.14,Corporate Event,41.4011,2.07,1,2,1,"How AI and Quantum, And Space Are Redefining Cybersecurity","Artificial intelligence and quantum computing are no longer speculative technologies. They are reshaping cybersecurity, economic viability, and managing risk in...","Quantum machine learning technology with 3d rendering cognitive humanoid robot drive quantum machine and algorithms getty

We are currently undergoing a signifi...","tech, general, business",tech,sec,forbes.com,https://www.forbes.com/sites/chuckbrooks/2026/01/19/how-ai-and-quantum-and-space-are-redefining-cybersecurity/
2026-01-19,2026-01-19T08:58:27.000000Z,10.1,Macro,30.959845,1.55,2,0,1,KraneShares Quadratic Interest Rate Volatility and Inflation Hedge ETF (IVOL US) - Investment Proposition,KraneShares Quadratic Interest Rate Volatility and Inflation Hedge ETF (IVOL) delivers an inflation-aware and curve-steepening hedge by pairing Treasury…,"KraneShares Quadratic Interest Rate Volatility and Inflation Hedge ETF (IVOL US) – Investment Proposition

KraneShares Quadratic Interest Rate Volatility and ...",business,macro,"interest rate, inflation",etfstrategy.com,https://www.etfstrategy.com/ivol_us-investment-proposition/
2026-01-19,2026-01-19T09:07:53.000000Z,10.08,Macro,30.881971,1.54,2,0,1,Global X Interest Rate Volatility & Inflation Hedge ETF (IRVH US) - Investment Proposition,Global X Interest Rate Volatility & Inflation Hedge ETF (IRVH) presents a derivatives-driven approach intended to benefit from rising inflation expectations and...,"Global X Interest Rate Volatility & Inflation Hedge ETF (IRVH US) – Investment Proposition

Global X Interest Rate Volatility & Inflation Hedge ETF (IRVH) pre...",business,macro,"interest rate, inflation",etfstrategy.com,https://www.etfstrategy.com/irvh_us-investment-proposition/
2026-01-19,2026-01-19T12:34:02.000000Z,8.06,Corporate Event,30.620104,1.53,1,0,2,"Another regional airline files for Chapter 11 bankruptcy, all flights canceled",A sudden airline shutdown or bankruptcy can send reverberations that in some cases last for months or even years. After UK-based regional airlines Eastern Airwa...,"A sudden airline shutdown or bankruptcy can send reverberations that in some cases last for months or even years.

After UK-based regional airlines Eastern Airw...","business, general",corporate,bankruptcy,finance.yahoo.com,https://finance.yahoo.com/news/another-regional-airline-files-chapter-123402646.html
2026-01-19,2026-01-19T14:00:00.000000Z,7.86,Technology,18.534187,0.93,1,0,3,"At Davos, Cybersecurity Is a Leadership Imperative","As leaders gather at the World Economic Forum Annual Meeting 2026, Fortinet highlights why cybersecurity is now a leadership imperative driven by systemic risk,...","As global leaders convene in Davos for the World Economic Forum Annual Meeting 2026, one reality is unmistakable: Cybersecurity has moved decisively to the lead...",tech,tech,sec,fortinet.com,https://www.fortinet.com/blog/industry-trends/at-davos-cybersecurity-is-a-leadership-imperative
2026-01-19,2026-01-19T09:16:32.000000Z,7.2,Energy/Commodity,31.908857,1.6,1,0,1,"Gold, silver frenzy is transforming commodity trading and costing Zerodha market share, says Nithin Kamath","Commodity trading has moved into the spotlight as a sharp rally in gold and silver boosts volumes on the MCX, according to Zerodha CEO Nithin Kamath. He said pr...","

Precious metals take over MCX volumes

Live Events

Zerodha’s market share hit



as a Reliable and Trusted News Source Addas a Reliable and Trusted News So...","business, general",energy_commodity,ceo,economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/commodities/news/gold-silver-frenzy-is-transforming-commodity-trading-and-costing-zerodha-market-share-says-nithin-kamath/articleshow/126674130.cms
2026-01-19,2026-01-19T16:42:04.000000Z,6.48,Biotech/Pharma,24.704393,1.24,1,0,1,FDA expands use of Organon’s contraception implant up to 5 years,Organon’s Nexplanon implant for preventing unwanted pregnancy can now be used for up to five years after the company gained US Food and Drug Administration (F...,"Organon has in recent times elected to focus more on its women’s health biopharma portfolio, as reflected by the divestment of its JADA post-partum haemorrhag...",health,health_pharma,fda,medicaldevice-network.com,https://www.medicaldevice-network.com/news/fda-expands-use-of-organon-contraception-implant-up-to-5-years/
2026-01-19,2026-01-19T11:00:00.000000Z,6.3,Biotech/Pharma,23.079151,1.15,1,0,1,"Clozapine and Mirabegron, a case report of drug-drug interaction with severe consequences in a geriatric patient",We report a rare but clinically significant drug-drug interaction between clozapine and mirabegron in a 63-year-old man with schizophrenia. The patient presente...,We report a rare but clinically significant drug-drug interaction between clozapine and mirabegron in a 63-year-old man with schizophrenia. The patient presente...,health,health_pharma,fed,ncbi.nlm.nih.gov,https://pubmed.ncbi.nlm.nih.gov/41553535/
2026-01-20,2026-01-20T21:08:13.000000Z,23.98,Earnings,39.73768,1.99,6,2,0,"Netflix GAAP EPS of $0.56 beats by $0.01, revenue of $12.05B beats by $80M (NFLX:NASDAQ)","Netflix (NFLX) Q4 earnings: EPS and revenue beat estimates, but Q1 guidance misses.","To ensure this doesn’t happen in the future, please enable Javascript and cookies in your browser.

If you have an ad-blocker enabled you may be blocked from ...",business,earnings,"miss, beat, revenue, eps, guidance, earnings",seekingalpha.com,https://seekingalpha.com/news/4540696-netflix-gaap-eps-of-0_56-beats-by-0_01-revenue-of-12_05b-beats-by-80m
2026-01-20,2026-01-20T17:40:45.000000Z,18.86,Earnings,38.580475,1.93,4,2,1,Halliburton Q4 earnings on deck: What to expect,"Halliburton Q4 earnings preview: EPS/revenue estimates, guidance softness, Venezuela upside and data-center pivot.","Halliburton (HAL) is scheduled to announce its earnings for the fourth quarter on Wednesday, before market open.

Wall Street expects the oilfield services prov...",business,earnings,"revenue, eps, guidance, earnings",seekingalpha.com,https://seekingalpha.com/news/4540589-halliburton-q4-earnings-on-deck-what-to-expect
2026-01-20,2026-01-20T13:14:57.000000Z,17.12,Macro,31.19319,1.56,4,0,2,Yen slide and rising inflation put BOJ on alert: Why Citigroup warns of up to three rate hikes in 2026,"BOJ rate hike 2026: As the yen weakens and inflation rises, the Bank of Japan faces increasing pressure to raise interest rates. Citigroup predicts up to three ...","BOJ Could Raise Rates Up to Three Times in 2026: Citi

Dollar Above ¥160 Could Trigger April Rate Hike

Negative Real Rates Driving Yen Weakness

Live Events

...","general, business",macro,"interest rate, forecast, inflation, rate hike",economictimes.indiatimes.com,https://economictimes.indiatimes.com/news/international/us/yen-slide-and-rising-inflation-put-boj-on-alert-why-citigroup-warns-of-up-to-three-rate-hikes-in-2026/articleshow/126801706.cms
2026-01-20,2026-01-20T17:04:43.000000Z,16.9,Earnings,39.029743,1.95,4,0,1,"Rallis India Q3 profit slumps 81% on exceptional item, revenue grows 19%","Rallis India Q3FY26 profit fell 81% to ₹2 crore due to a gratuity provision, even as revenue rose 19% and EBITDA grew on strong volumes.",Rallis India Ltd’s profit after tax for the December quarter was impacted by an exceptional item that included an additional gratuity provision on account of ...,"business, general",earnings,"profit, revenue, results, earnings",thehindubusinessline.com,https://www.thehindubusinessline.com/economy/agri-business/rallis-india-q3fy26-profit-falls-81-on-exceptional-gratuity-provision/article70530803.ece
2026-01-20,2026-01-20T14:00:00.000000Z,14.62,Corporate Event,26.27033,1.31,3,0,3,"Web3 platform Roundtable Files S4, Secures NASDAQ Compliance Post Merger","Roundtable CEO James Heckman announced merger partner, RYVYL Inc. (NASDAQ: RVYL), confirmed it received formal notice from NASDAQ, Friday, January 16, confirmin...","Roundtable CEO James Heckman announced merger partner, RYVYL Inc. (NASDAQ: RVYL), confirmed it received formal notice from NASDAQ, Friday, January 16, confirmin...","business, general",corporate,"ceo, merger, sec",finance.yahoo.com,https://finance.yahoo.com/news/web3-platform-roundtable-files-s4-140000267.html
2026-01-20,2026-01-20T12:22:11.000000Z,13.24,Corporate Event,32.305706,1.62,3,0,1,Netflix revises Warner Bros. Discovery offer into all-cash deal amid acquisition contest — What shareholders will get,Netflix revises Warner Bros. Discovery offer into all-cash deal amid acquisition contest — What shareholders will get,"Netflix-Warner Bros. Deal: Global entertainment giant Netflix, on Tuesday, 20 January 2026, disclosed that the firm has decided to revise the structure of the p...","business, general",corporate,"acquisition, merger, deal",livemint.com,https://www.livemint.com/companies/news/netflix-revises-warner-bros-discovery-offer-into-all-cash-deal-amid-acquisition-contest-what-shareholders-will-get-11768911211957.html
2026-01-20,2026-01-20T10:51:05.000000Z,10.48,Technology,34.85918,1.74,2,0,1,"AI, semiconductor manufacturing to boost job opportunities: MeitY's S Krishnan","According to MeitY's S Krishnan, AI technology and semiconductor manufacturing are set to generate 4 million new jobs in India's electronics sector by 2030, des...","Advt

Advt

By ,

ETTelecom

Join the community of 2M+ industry professionals. Subscribe to Newsletter to get latest insights & analysis in your inbox. All abou...","tech, business",tech,"jobs, sec",telecom.economictimes.indiatimes.com,https://telecom.economictimes.indiatimes.com/news/policy/ai-and-semiconductor-manufacturing-to-create-4-million-jobs-in-india-by-2030/126787905
2026-01-20,2026-01-20T17:55:15.000000Z,9.76,Macro,27.645485,1.38,2,0,1,"France supports suspension of EU-U.S. trade deal over Greenland tariff threats, says Foreign Minister","France backs the suspension of the EU-U.S. trade deal amid tensions over Trump's tariff threats, says Foreign Minister Barrot.","France supports the suspension of a trade deal between the European Union and ‌the U.S., Foreign Minister Jean-Noel Barrot told the French Parliament on Tuesd...","general, politics",macro,"tariff, deal",thehindu.com,https://www.thehindu.com/news/international/france-supports-suspension-of-eu-us-trade-deal-over-greenland-tariff-threats-says-foreign-minister/article70530898.ece
2026-01-20,2026-01-20T12:03:57.000000Z,9.66,Macro,26.60413,1.33,2,0,1,Nifty crashes 1.4% to three-month low as tariff fears trigger broad-based selloff,"Nifty crashes 1.4% to a three-month low amid tariff fears, triggering widespread selloff and significant declines across all sectors.","Benchmark indices witnessed their steepest single-day decline in over eight months on Tuesday, with the Nifty plunging 353 points or 1.38 per cent to close at 2...","business, general",macro,"tariff, sec",thehindubusinessline.com,https://www.thehindubusinessline.com/markets/nifty-crashes-14-to-three-month-low-as-tariff-fears-trigger-broad-based-selloff/article70529191.ece
2026-01-20,2026-01-20T16:13:00.000000Z,8.4,Earnings,33.96469,1.7,1,0,2,The Energy Report: While Europe Gently Sleeps,"Market Analysis by  covering: Crude Oil WTI Futures, Natural Gas Futures. Read 's Market Analysis on Investing.com",Europe did not previously heed the threat from President Donald Trump when he said that they were getting too reliant on Russian oil and gas and that Vladimir P...,business,energy_commodity,eps,investing.com,https://www.investing.com/analysis/the-energy-report-while-europe-gently-sleeps-200673537
2026-01-20,2026-01-20T21:40:19.000000Z,8.0,Technology,20.03944,1.0,2,0,0,Why External Cybersecurity Reviews Reveal What Internal Teams Miss,Internal vs. external cybersecurity review: Here are the pros and cons of each approach.,"In today’s threat landscape—where ransomware, phishing, and supply chain attacks evolve faster than most teams can patch—a cybersecurity review isn’t ju...",tech,tech,"miss, sec",businessinsights.bitdefender.com,https://businessinsights.bitdefender.com/why-external-cybersecurity-review-pros-cons
2026-01-20,2026-01-20T10:36:00.000000Z,7.4,Earnings,33.96469,1.7,1,0,1,Russia’s Oil and Gas Revenues Are Set to Plunge 46% in January,"Market Analysis by  covering: Crude Oil WTI Futures, Natural Gas Futures. Read 's Market Analysis on Investing.com","Russia’s budget revenues from and are set to drop by 46% on the year this month, according to Reuters calculations, which the publication based on oil and gas...",business,energy_commodity,revenue,investing.com,https://www.investing.com/analysis/russias-oil-and-gas-revenues-are-set-to-plunge-46-in-january-200673516
2026-01-20,2026-01-20T04:54:00.000000Z,7.22,Macro,42.282825,2.11,1,0,0,Dr Adam Davenport appointed as CSO to strengthen leadership in integrated drug discovery,We are pleased to announce the appointment of Dr Adam Davenport as Chief Scientific Officer to spearhead our integrated drug discovery offering for biotech and ...,We are pleased to announce the appointment of Dr Adam Davenport as Chief Scientific Officer to spearhead our integrated drug discovery offering for biotech and ...,health,health_pharma,offering,news-medical.net,https://www.news-medical.net/news/20260119/Dr-Adam-Davenport-appointed-as-CSO-to-strengthen-leadership-in-integrated-drug-discovery.aspx
2026-01-20,2026-01-20T19:13:56.000000Z,7.16,Corporate Event,31.633352,1.58,1,0,1,Hospitality group with 260 hotels files for Chapter 11 bankruptcy,"Over the last year, a number of smaller and mid-size hotels have struggled to stay afloat and ended up filing for bankruptcy protection. The company behind hote...","Over the last year, a number of smaller and mid-size hotels have struggled to stay afloat and ended up filing for bankruptcy protection.

The company behind hot...","general, business, sports, entertainment",corporate,bankruptcy,yahoo.com,https://finance.yahoo.com/news/hospitality-group-260-hotels-files-191356708.html
2026-01-20,2026-01-20T15:38:00.000000Z,6.66,Biotech/Pharma,16.544752,0.83,1,0,2,Moderna cancer vaccine holds up; IO Biotech considers a sale,"Long-term data suggest Moderna’s personalized melanoma shot provides “durable tumor control,” one analyst said. Elsewhere, Insilico Medicine partnered wit...","Today, a brief rundown of news from Moderna and IO Biotech, as well as updates from Insilico Medicine, Think Bioscience and Novavax that you may have missed.

A...",health,health_pharma,analyst,biopharmadive.com,https://www.biopharmadive.com/news/moderna-melanoma-io-biotech-nlrp3-think-pfizer-novavax/809958/
2026-01-21,2026-01-21T12:44:31.000000Z,23.46,Earnings,44.576126,2.23,5,2,2,"Truist Financial Q4 earnings beat, revenue misses; issues soft guidance (TFC:NYSE)","Truist (TFC) Q4 earnings: revenue miss, 2026 guidance below consensus, and $1B Q1 buybacks.","To ensure this doesn’t happen in the future, please enable Javascript and cookies in your browser.

If you have an ad-blocker enabled you may be blocked from ...",business,earnings,"miss, beat, revenue, guidance, earnings",seekingalpha.com,https://seekingalpha.com/news/4540849-truist-financial-q4-earnings-beat-revenue-misses-issues-soft-guidance
2026-01-21,2026-01-21T04:40:48.000000Z,16.36,Earnings,43.667736,2.18,4,0,0,"Shoppers Stop Q3 profit falls 69 pc to Rs 16.12 cr, revenue rises marginally","Shoppers Stop reports a 69.13% decline in net profit for Q3 FY26, despite a 2.63% revenue increase. Factors include festival calendar shifts and uneven consumpt...","Advt

Advt

Join the community of 2M+ industry professionals. Subscribe to Newsletter to get latest insights & analysis in your inbox. All about ETRetail indust...",business,earnings,"profit, revenue, results, earnings",retail.economictimes.indiatimes.com,https://retail.economictimes.indiatimes.com/news/industry/shoppers-stop-q3-profit-falls-69-pc-to-rs-16-12-cr-revenue-rises-marginally/126928505
2026-01-21,2026-01-21T15:51:11.000000Z,13.82,Macro,28.294407,1.41,3,0,2,Scott Bessent Blasts Jerome Powell For Going To Bat For Fed Gov Accused Of Mortgage Fraud,"Treasury Secretary Scott Bessent alleged Wednesday that Federal Reserve Chairman Jerome Powell has recently been ""politicizing"" the Central Bank.",Treasury Secretary Scott Bessent alleged Wednesday at the World Economic Forum (WEF) that referred Federal Reserve Chairman Jerome Powell has recently been “p...,"general, politics",macro,"fed, sec, central bank",dailycaller.com,https://dailycaller.com/2026/01/21/scott-bessent-jerome-powell-lisa-cook-mortgage-fraud/
2026-01-21,2026-01-21T13:44:29.000000Z,12.72,Earnings,47.133842,2.36,2,0,2,Curaleaf sees Q4 revenue $330M vs. $327.8M last year,"Q4 net revenue excluding the discontinued businesses is expected to be at least $330M, implying approximately 4% sequential growth compared to Q3 2025 net reven...","Q4 net revenue excluding the discontinued businesses is expected to be at least $330M, implying approximately 4% sequential growth compared to Q3 2025 net reven...","business, general",earnings,"profit, revenue",finance.yahoo.com,https://finance.yahoo.com/news/curaleaf-sees-q4-revenue-330m-134429317.html
2026-01-21,2026-01-21T10:13:53.000000Z,11.5,Energy/Commodity,45.057144,2.25,2,0,1,'Commodity is new currency': Kotak Securities' Anindya Banerjee on how to invest in gold & silver in 2026,"Gold and silver prices are rising due to global monetary changes and trade tensions. Experts suggest it is not too late to invest. Gold could reach ₹1,60,000-...","Q: Gold and silver prices are soaring amid renewed trade tensions. Is it too late for investors to enter the precious metals trade?

Q: What are your price targ...",business,energy_commodity,"outlook, sec",economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/commodities/news/commodity-is-new-currency-kotak-securities-anindya-banerjee-on-how-to-invest-in-gold-silver-in-2026/articleshow/126968549.cms
2026-01-21,2026-01-21T15:17:30.000000Z,11.44,Corporate Event,34.36714,1.72,2,0,2,X3 Acquisition Corp Announces Pricing Of IPO,"X3 Acquisition Corp. Ltd. (XCBEU), a blank check company focused on the financial services industry, has announced on Wednesday the pricing of its initial publi...","X3 Acquisition Corp. Ltd. (XCBEU), a blank check company focused on the financial services industry, has announced on Wednesday the pricing of its initial publi...",business,corporate,"acquisition, ipo",rttnews.com,https://www.rttnews.com/story.aspx?Id=3612211
2026-01-21,2026-01-21T07:19:50.000000Z,11.04,Macro,30.357204,1.52,2,2,0,"UK inflation rises to 3.4%, driven by tobacco and airfares",It is the last set of monthly inflation figures before the next interest rate decision on 5 February .,"UK inflation rises to 3.4%, driven by tobacco and airfares

Inflation has risen to 3.4% in the year to December, with higher tobacco prices and airfares driving...","business, general, tech",macro,"interest rate, inflation",bbc.co.uk,https://www.bbc.com/news/articles/cnvg251g25yo?at_medium=RSS&at_campaign=rss
2026-01-21,2026-01-21T03:49:04.000000Z,10.76,Corporate Event,27.53286,1.38,2,2,0,Betterware: All You Need To Know About The Tupperware LatAm Acquisition (NYSE:BWMX),"Betterware remains a Buy after acquiring Tupperware Americas, with a new price target just shy of $25 per share. Read more on BWMX and the acquisition here.","I’m an equity analyst and founder of Goulart’s Restaurant Stocks, a research firm focused on the U.S. restaurant industry — from quick-service and fast ca...",business,corporate,"acquisition, price target",seekingalpha.com,https://seekingalpha.com/article/4861327-betterware-all-you-need-to-know-about-tupperware-latam-acquisition
2026-01-21,2026-01-21T07:30:00.000000Z,10.76,Macro,27.59448,1.38,2,2,0,Another Tariff Curveball,"Greenland-related tariff threats are unlikely to significantly disrupt the U.S. economy, with inflation and growth impacts expected to remain modest and managea...","To ensure this doesn’t happen in the future, please enable Javascript and cookies in your browser.

If you have an ad-blocker enabled you may be blocked from ...",business,macro,"tariff, inflation",seekingalpha.com,https://seekingalpha.com/article/4861362-another-tariff-curveball
